sku,product_title,shopify_product_id,shopify_variant_id,product_collection
7.45934E+11,Pacific Mist - 2 Items,4.42734E+12,3.14246E+13,Pacific Mist - 2 Items
7.45934E+11,Pacific Mist - 3 Items,4.42734E+12,3.14246E+13,Pacific Mist - 3 Items
7.45934E+11,Pacific Mist - 5 Items,4.42734E+12,3.14246E+13,Pacific Mist - 5 Items
